generation,duration,idle_time,connectedness_penalty,crew_cost,pareto_rank,crowding_distance,overall_pareto_rank,zones,crews
6,494.92,859.12,0,5.0,1,inf,1,"{""1440376"": 4, ""1773270"": 16, ""1440389"": 12, ""1440401"": 10, ""1773274"": 17, ""1440394"": 3, ""1440380"": 9, ""1440371"": 13, ""1440388"": 2, ""1440397"": 5, ""1440368"": 14, ""1440404"": 15, ""1440383"": 7, ""1773440"": 11, ""1440372"": 1, ""1440399"": 8, ""1773269"": 6, ""1440405"": 16, ""1440402"": 10, ""1440406"": 15, ""1440385"": 2, ""1440396"": 5, ""1440395"": 3, ""1440381"": 9, ""1440369"": 13, ""1440400"": 8, ""1440382"": 7, ""1773278"": 14, ""1440398"": 3, ""1773267"": 9, ""1440403"": 15, ""1440384"": 2}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
6,510.52000000000004,637.22,0,5.0,1,inf,2,"{""1440389"": 1, ""1773274"": 3, ""1773278"": 4, ""1773440"": 5, ""1440371"": 6, ""1773270"": 7, ""1773267"": 8, ""1440380"": 9, ""1440381"": 9, ""1440369"": 10, ""1440382"": 11, ""1440405"": 12, ""1440368"": 13, ""1440383"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440384"": 16, ""1440385"": 16, ""1440402"": 17, ""1440388"": 18, ""1440376"": 19, ""1440401"": 20, ""1440400"": 21, ""1440399"": 22, ""1773269"": 23, ""1440372"": 2, ""1440396"": 24, ""1440397"": 24, ""1440394"": 25, ""1440395"": 25, ""1440398"": 25}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
6,570.9,0.0,1,10.0,1,inf,3,"{""1440384"": 1, ""1440385"": 1, ""1440388"": 1, ""1440389"": 1, ""1773267"": 1, ""1773269"": 1, ""1773274"": 1, ""1773278"": 1, ""1440368"": 1, ""1440369"": 1, ""1440371"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 1, ""1440382"": 1, ""1440383"": 1, ""1773440"": 1, ""1440394"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440399"": 1, ""1440400"": 1, ""1440401"": 1, ""1440402"": 1, ""1440403"": 1, ""1440404"": 1, ""1440405"": 1, ""1440406"": 1, ""1773270"": 1}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
6,98.03599999999997,164.07599999999994,0,25.0,1,inf,4,"{""1440394"": 1, ""1440395"": 1, ""1440398"": 1, ""1440372"": 3, ""1440396"": 4, ""1440397"": 4, ""1773269"": 5, ""1440400"": 6, ""1440399"": 6, ""1440376"": 7, ""1440401"": 8, ""1440402"": 8, ""1440384"": 9, ""1440385"": 9, ""1440388"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440382"": 11, ""1440383"": 11, ""1773267"": 12, ""1440380"": 12, ""1440381"": 12, ""1440405"": 2, ""1773270"": 2, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1773440"": 15, ""1773274"": 16, ""1440389"": 17}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 5.0, ""Doors"": 5.0, ""Interior Finishes"": 5.0}"
6,400.9,24.0,5,10.0,1,inf,5,"{""1440384"": 1, ""1440385"": 2, ""1773440"": 2, ""1440388"": 2, ""1440389"": 1, ""1440394"": 2, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440399"": 2, ""1440400"": 2, ""1440401"": 2, ""1440402"": 2, ""1440403"": 1, ""1440404"": 2, ""1440405"": 1, ""1440406"": 2, ""1773267"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1773278"": 2, ""1440368"": 2, ""1440369"": 1, ""1440371"": 2, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 2, ""1440382"": 2, ""1440383"": 2}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
6,168.74,59.465,0,17.0,1,inf,6,"{""1440389"": 1, ""1773274"": 2, ""1773278"": 3, ""1773440"": 4, ""1440371"": 5, ""1440405"": 6, ""1773270"": 6, ""1440380"": 7, ""1440381"": 7, ""1440382"": 7, ""1773267"": 8, ""1440369"": 3, ""1440368"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440384"": 11, ""1440383"": 11, ""1440385"": 12, ""1440388"": 12, ""1440401"": 13, ""1440402"": 13, ""1440376"": 14, ""1440400"": 15, ""1440399"": 15, ""1773269"": 16, ""1440396"": 17, ""1440397"": 17, ""1440372"": 18, ""1440394"": 19, ""1440395"": 19, ""1440398"": 19}","{""Interior Walls"": 5.0, ""MEP"": 4.0, ""Ceiling"": 5.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
6,429.4,20.0,1,10.0,1,1.002573512839983,7,"{""1440376"": 1, ""1773270"": 2, ""1440405"": 2, ""1440406"": 2, ""1440399"": 2, ""1440402"": 2, ""1440396"": 2, ""1440403"": 2, ""1440400"": 2, ""1440368"": 1, ""1440395"": 2, ""1440397"": 2, ""1440398"": 2, ""1440383"": 1, ""1440401"": 2, ""1440382"": 1, ""1440404"": 2, ""1440394"": 2, ""1440385"": 1, ""1440384"": 1, ""1440372"": 1, ""1440381"": 1, ""1440371"": 1, ""1440380"": 1, ""1773267"": 1, ""1773269"": 1, ""1773274"": 1, ""1773278"": 1, ""1440388"": 1, ""1440369"": 1, ""1440389"": 1, ""1773440"": 2}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
6,269.5566666666667,331.98999999999995,0,9.0,1,0.5118051033948622,8,"{""1440389"": 1, ""1773274"": 2, ""1773278"": 3, ""1773440"": 4, ""1440371"": 5, ""1440405"": 6, ""1773270"": 6, ""1440380"": 7, ""1440381"": 7, ""1440382"": 7, ""1773267"": 8, ""1440369"": 9, ""1440368"": 10, ""1440403"": 11, ""1440404"": 11, ""1440406"": 11, ""1440384"": 12, ""1440383"": 12, ""1440385"": 13, ""1440388"": 13, ""1440401"": 14, ""1440402"": 14, ""1440376"": 15, ""1440400"": 16, ""1440399"": 16, ""1773269"": 17, ""1440396"": 18, ""1440397"": 18, ""1440372"": 19, ""1440394"": 20, ""1440395"": 20, ""1440398"": 20}","{""Interior Walls"": 2.0, ""MEP"": 3.0, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 2.0}"
6,116.164,144.13733333333332,0,19.0,1,0.35164883172823636,9,"{""1440383"": 1, ""1440376"": 2, ""1440389"": 3, ""1773274"": 4, ""1440380"": 5, ""1440371"": 6, ""1440388"": 7, ""1440368"": 8, ""1440372"": 9, ""1773269"": 10, ""1440369"": 11, ""1773278"": 12, ""1773267"": 13, ""1440381"": 14, ""1440384"": 15, ""1440385"": 15, ""1440382"": 16, ""1440402"": 17, ""1773270"": 18, ""1440400"": 19, ""1440401"": 19, ""1440394"": 20, ""1440397"": 21, ""1440403"": 22, ""1440404"": 22, ""1773440"": 23, ""1440399"": 24, ""1440395"": 25, ""1440405"": 26, ""1440406"": 27, ""1440396"": 28, ""1440398"": 29}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 3.0, ""Doors"": 1, ""Interior Finishes"": 5.0}"
6,182.39000000000001,99.59000000000003,0,14.0,1,0.32419967861847154,10,"{""1440389"": 1, ""1773274"": 2, ""1773278"": 3, ""1773440"": 4, ""1440371"": 5, ""1440405"": 6, ""1773270"": 6, ""1440380"": 7, ""1440381"": 7, ""1773267"": 8, ""1440369"": 9, ""1440382"": 10, ""1440383"": 10, ""1440368"": 11, ""1440403"": 12, ""1440404"": 12, ""1440406"": 12, ""1440384"": 13, ""1440385"": 13, ""1440388"": 13, ""1440401"": 14, ""1440402"": 14, ""1440376"": 15, ""1440400"": 16, ""1440399"": 16, ""1773269"": 17, ""1440396"": 18, ""1440397"": 18, ""1440372"": 19, ""1440394"": 20, ""1440395"": 20, ""1440398"": 20}","{""Interior Walls"": 4.0, ""MEP"": 5.0, ""Ceiling"": 2, ""Doors"": 1, ""Interior Finishes"": 2.0}"
6,340.01000000000005,236.45999999999998,0,8.0,1,0.31782295383729536,11,"{""1440394"": 1, ""1440395"": 1, ""1440398"": 1, ""1440389"": 2, ""1773274"": 3, ""1773278"": 10, ""1773440"": 5, ""1440371"": 6, ""1773270"": 7, ""1773267"": 8, ""1440380"": 9, ""1440381"": 9, ""1440369"": 4, ""1440382"": 11, ""1440405"": 12, ""1440368"": 13, ""1440383"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440384"": 16, ""1440385"": 16, ""1440402"": 17, ""1440388"": 18, ""1440376"": 19, ""1440401"": 20, ""1440400"": 21, ""1440399"": 22, ""1773269"": 23, ""1440372"": 24, ""1440396"": 25, ""1440397"": 25}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 1, ""Doors"": 2.0, ""Interior Finishes"": 1}"
6,217.64000000000001,159.98999999999998,0,11.0,1,0.281611505920543,12,"{""1440371"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1773278"": 4, ""1773440"": 5, ""1440405"": 6, ""1773270"": 6, ""1440380"": 7, ""1440381"": 7, ""1773267"": 8, ""1440382"": 9, ""1440383"": 9, ""1440368"": 1, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440384"": 11, ""1440385"": 11, ""1440388"": 11, ""1440401"": 12, ""1440402"": 12, ""1440376"": 13, ""1440400"": 14, ""1440399"": 14, ""1773269"": 15, ""1440396"": 16, ""1440397"": 16, ""1440372"": 17, ""1440394"": 18, ""1440395"": 18, ""1440398"": 18}","{""Interior Walls"": 4.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
6,498.52000000000004,653.7199999999999,0,6.0,1,0.26942435854089875,13,"{""1440389"": 1, ""1440372"": 2, ""1773274"": 3, ""1773278"": 4, ""1773440"": 5, ""1440371"": 6, ""1773270"": 7, ""1773267"": 8, ""1440380"": 9, ""1440381"": 9, ""1440369"": 10, ""1440382"": 11, ""1440405"": 12, ""1440368"": 13, ""1440383"": 14, ""1440404"": 15, ""1440406"": 16, ""1440403"": 17, ""1440384"": 18, ""1440385"": 18, ""1440402"": 19, ""1440388"": 20, ""1440376"": 21, ""1440401"": 22, ""1440400"": 23, ""1440399"": 24, ""1773269"": 25, ""1440396"": 26, ""1440397"": 26, ""1440394"": 27, ""1440395"": 28, ""1440398"": 29}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 2, ""Doors"": 1, ""Interior Finishes"": 1}"
6,509.16,799.86,0,5.0,1,0.2608275036361256,14,"{""1440376"": 25, ""1773270"": 1, ""1440389"": 22, ""1440401"": 10, ""1773274"": 8, ""1440394"": 23, ""1440380"": 24, ""1440371"": 9, ""1440388"": 32, ""1440397"": 16, ""1440368"": 14, ""1440404"": 4, ""1440383"": 29, ""1773440"": 17, ""1440372"": 27, ""1440399"": 13, ""1773269"": 19, ""1440369"": 12, ""1773278"": 6, ""1773267"": 21, ""1440381"": 26, ""1440395"": 20, ""1440385"": 31, ""1440405"": 2, ""1440402"": 7, ""1440406"": 3, ""1440396"": 18, ""1440382"": 28, ""1440398"": 15, ""1440400"": 11, ""1440384"": 30, ""1440403"": 5}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
6,484.80000000000007,856.0,0,6.0,1,0.257537482638421,15,"{""1440383"": 1, ""1440376"": 2, ""1440389"": 3, ""1773274"": 4, ""1440380"": 5, ""1440371"": 6, ""1440388"": 7, ""1440368"": 8, ""1440372"": 9, ""1773269"": 10, ""1440369"": 11, ""1773278"": 12, ""1773267"": 13, ""1440381"": 14, ""1440384"": 15, ""1440385"": 15, ""1440382"": 16, ""1440402"": 17, ""1773270"": 18, ""1440400"": 19, ""1440401"": 19, ""1440394"": 20, ""1440397"": 21, ""1440403"": 22, ""1440404"": 22, ""1773440"": 27, ""1440399"": 26, ""1440395"": 25, ""1440405"": 24, ""1440406"": 23, ""1440396"": 28, ""1440398"": 29}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 2.0, ""Doors"": 1, ""Interior Finishes"": 1}"
6,205.04000000000002,122.49000000000002,0,13.0,1,0.2568485682603858,16,"{""1440389"": 1, ""1773274"": 2, ""1773278"": 3, ""1773440"": 4, ""1440371"": 5, ""1440405"": 6, ""1773270"": 6, ""1440380"": 7, ""1440381"": 7, ""1440382"": 7, ""1773267"": 8, ""1440369"": 9, ""1440368"": 10, ""1440403"": 11, ""1440404"": 11, ""1440406"": 11, ""1440384"": 12, ""1440383"": 12, ""1440385"": 13, ""1440388"": 13, ""1440401"": 14, ""1440402"": 14, ""1440376"": 15, ""1440400"": 16, ""1440399"": 16, ""1773269"": 17, ""1440396"": 18, ""1440397"": 18, ""1440372"": 19, ""1440394"": 20, ""1440395"": 20, ""1440398"": 20}","{""Interior Walls"": 5.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
6,102.656,130.59599999999995,0,25.0,1,0.25649856038476854,17,"{""1440389"": 1, ""1773274"": 2, ""1773440"": 3, ""1440405"": 10, ""1773270"": 10, ""1440368"": 4, ""1773278"": 4, ""1440369"": 5, ""1440371"": 5, ""1773267"": 6, ""1440380"": 6, ""1440381"": 6, ""1440382"": 7, ""1440383"": 7, ""1440403"": 8, ""1440404"": 8, ""1440406"": 8, ""1440384"": 9, ""1440385"": 9, ""1440388"": 9, ""1440401"": 11, ""1440402"": 11, ""1440376"": 12, ""1440400"": 13, ""1440399"": 13, ""1773269"": 14, ""1440396"": 15, ""1440397"": 15, ""1440372"": 16, ""1440394"": 17, ""1440395"": 17, ""1440398"": 17}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 5.0, ""Doors"": 5.0, ""Interior Finishes"": 5.0}"
6,112.83733333333335,102.84400000000002,0,21.0,1,0.24824443342184987,18,"{""1440389"": 1, ""1773274"": 2, ""1773440"": 3, ""1440405"": 15, ""1773270"": 15, ""1440368"": 5, ""1773278"": 5, ""1440369"": 6, ""1440371"": 6, ""1773267"": 7, ""1440380"": 7, ""1440381"": 7, ""1440382"": 8, ""1440383"": 8, ""1440403"": 9, ""1440404"": 9, ""1440406"": 9, ""1440384"": 10, ""1440385"": 10, ""1440388"": 10, ""1440401"": 11, ""1440402"": 11, ""1440400"": 12, ""1440399"": 12, ""1440376"": 13, ""1773269"": 14, ""1440396"": 4, ""1440397"": 4, ""1440372"": 16, ""1440394"": 17, ""1440395"": 17, ""1440398"": 17}","{""Interior Walls"": 5.0, ""MEP"": 3.0, ""Ceiling"": 3.0, ""Doors"": 5.0, ""Interior Finishes"": 5.0}"
6,402.22,261.9200000000001,0,7.0,1,0.232569815657324,19,"{""1440389"": 1, ""1773274"": 2, ""1773440"": 3, ""1440369"": 4, ""1440371"": 4, ""1440368"": 5, ""1773278"": 5, ""1440405"": 6, ""1773270"": 6, ""1773267"": 7, ""1440380"": 7, ""1440381"": 7, ""1440382"": 8, ""1440383"": 8, ""1440403"": 9, ""1440404"": 9, ""1440406"": 9, ""1440384"": 10, ""1440385"": 10, ""1440388"": 10, ""1440401"": 11, ""1440402"": 11, ""1440376"": 13, ""1440400"": 12, ""1440399"": 12, ""1773269"": 14, ""1440396"": 15, ""1440397"": 15, ""1440372"": 16, ""1440394"": 17, ""1440395"": 17, ""1440398"": 17}","{""Interior Walls"": 2.0, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 2.0, ""Interior Finishes"": 1}"
6,307.85,326.55,0,9.0,1,0.1963384129537808,20,"{""1440394"": 1, ""1440395"": 2, ""1440396"": 2, ""1440372"": 3, ""1440397"": 4, ""1440398"": 4, ""1773269"": 5, ""1440399"": 6, ""1440400"": 7, ""1440401"": 7, ""1440388"": 8, ""1440402"": 9, ""1440384"": 10, ""1440385"": 10, ""1440403"": 11, ""1440404"": 11, ""1440383"": 12, ""1440368"": 13, ""1440406"": 14, ""1440381"": 15, ""1440382"": 15, ""1440369"": 16, ""1440405"": 17, ""1440376"": 26, ""1773267"": 18, ""1773270"": 19, ""1440380"": 20, ""1440371"": 21, ""1773440"": 22, ""1773278"": 23, ""1773274"": 24, ""1440389"": 25}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 1}"
7,494.92,859.12,0,5.0,1,inf,1,"{""1440376"": 4, ""1773270"": 16, ""1440389"": 12, ""1440401"": 10, ""1773274"": 17, ""1440394"": 3, ""1440380"": 9, ""1440371"": 13, ""1440388"": 2, ""1440397"": 5, ""1440368"": 14, ""1440404"": 15, ""1440383"": 7, ""1773440"": 11, ""1440372"": 1, ""1440399"": 8, ""1773269"": 6, ""1440405"": 16, ""1440402"": 10, ""1440406"": 15, ""1440385"": 2, ""1440396"": 5, ""1440395"": 3, ""1440381"": 9, ""1440369"": 13, ""1440400"": 8, ""1440382"": 7, ""1773278"": 14, ""1440398"": 3, ""1773267"": 9, ""1440403"": 15, ""1440384"": 2}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
7,570.9,0.0,1,10.0,1,inf,2,"{""1440384"": 1, ""1440385"": 1, ""1440388"": 1, ""1440389"": 1, ""1773267"": 1, ""1773269"": 1, ""1773274"": 1, ""1773278"": 1, ""1440368"": 1, ""1440369"": 1, ""1440371"": 1, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 1, ""1440382"": 1, ""1440383"": 1, ""1773440"": 1, ""1440394"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440399"": 1, ""1440400"": 1, ""1440401"": 1, ""1440402"": 1, ""1440403"": 1, ""1440404"": 1, ""1440405"": 1, ""1440406"": 1, ""1773270"": 1}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
7,98.03599999999997,164.07599999999994,0,25.0,1,inf,3,"{""1440394"": 1, ""1440395"": 1, ""1440398"": 1, ""1440372"": 3, ""1440396"": 4, ""1440397"": 4, ""1773269"": 5, ""1440400"": 6, ""1440399"": 6, ""1440376"": 7, ""1440401"": 8, ""1440402"": 8, ""1440384"": 9, ""1440385"": 9, ""1440388"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440382"": 11, ""1440383"": 11, ""1773267"": 12, ""1440380"": 12, ""1440381"": 12, ""1440405"": 2, ""1773270"": 2, ""1440369"": 13, ""1440371"": 13, ""1440368"": 14, ""1773278"": 14, ""1773440"": 15, ""1773274"": 16, ""1440389"": 17}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 5.0, ""Doors"": 5.0, ""Interior Finishes"": 5.0}"
7,510.02000000000004,635.22,0,5.0,1,inf,4,"{""1440389"": 1, ""1440372"": 2, ""1773274"": 3, ""1773440"": 4, ""1440369"": 5, ""1440371"": 5, ""1440368"": 6, ""1773278"": 6, ""1773267"": 7, ""1440380"": 7, ""1440381"": 7, ""1440405"": 8, ""1773270"": 8, ""1440382"": 9, ""1440383"": 9, ""1440403"": 10, ""1440404"": 10, ""1440406"": 10, ""1440384"": 11, ""1440385"": 11, ""1440388"": 11, ""1440401"": 12, ""1440402"": 12, ""1440376"": 14, ""1440400"": 15, ""1440399"": 15, ""1773269"": 16, ""1440396"": 17, ""1440397"": 17, ""1440394"": 13, ""1440395"": 13, ""1440398"": 13}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
7,628.48,366.68,12,5.0,1,inf,5,"{""1440376"": 3, ""1440384"": 1, ""1440389"": 1, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440403"": 1, ""1773267"": 1, ""1440405"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1440369"": 1, ""1440372"": 1, ""1440380"": 1, ""1773440"": 2, ""1440385"": 4, ""1440388"": 4, ""1440394"": 4, ""1773278"": 4, ""1440399"": 4, ""1440400"": 4, ""1440401"": 4, ""1440402"": 4, ""1440368"": 4, ""1440404"": 4, ""1440371"": 4, ""1440406"": 4, ""1440381"": 4, ""1440382"": 4, ""1440383"": 4}","{""Interior Walls"": 1, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 1, ""Interior Finishes"": 1}"
7,105.152,53.025333333333364,0,23.0,1,inf,6,"{""1440376"": 1, ""1440389"": 2, ""1773274"": 3, ""1440369"": 4, ""1440371"": 4, ""1440382"": 5, ""1440383"": 5, ""1440372"": 6, ""1773269"": 7, ""1440368"": 8, ""1773278"": 8, ""1773267"": 9, ""1440380"": 9, ""1440381"": 9, ""1440384"": 10, ""1440385"": 10, ""1440388"": 10, ""1440401"": 11, ""1440402"": 11, ""1440400"": 12, ""1440399"": 12, ""1440405"": 13, ""1773270"": 13, ""1773440"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440396"": 11, ""1440397"": 11, ""1440394"": 16, ""1440395"": 16, ""1440398"": 16}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 3.0, ""Doors"": 5.0, ""Interior Finishes"": 5.0}"
7,390.19,223.29,6,10.0,1,0.832377616464452,7,"{""1440384"": 1, ""1440385"": 1, ""1440388"": 1, ""1440389"": 1, ""1773267"": 1, ""1773269"": 1, ""1773274"": 1, ""1773278"": 1, ""1440368"": 1, ""1440369"": 1, ""1440371"": 1, ""1440372"": 1, ""1440376"": 2, ""1440380"": 1, ""1440381"": 1, ""1440382"": 1, ""1440383"": 1, ""1773440"": 2, ""1440394"": 2, ""1440395"": 1, ""1440396"": 2, ""1440397"": 2, ""1440398"": 2, ""1440399"": 2, ""1440400"": 2, ""1440401"": 2, ""1440402"": 2, ""1440403"": 2, ""1440404"": 2, ""1440405"": 2, ""1440406"": 2, ""1773270"": 2}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
7,429.4,20.0,1,10.0,1,0.4959673743137585,8,"{""1440376"": 1, ""1773270"": 2, ""1440405"": 2, ""1440406"": 2, ""1440399"": 2, ""1440402"": 2, ""1440396"": 2, ""1440403"": 2, ""1440400"": 2, ""1440368"": 1, ""1440395"": 2, ""1440397"": 2, ""1440398"": 2, ""1440383"": 1, ""1440401"": 2, ""1440382"": 1, ""1440404"": 2, ""1440394"": 2, ""1440385"": 1, ""1440384"": 1, ""1440372"": 1, ""1440381"": 1, ""1440371"": 1, ""1440380"": 1, ""1773267"": 1, ""1773269"": 1, ""1773274"": 1, ""1773278"": 1, ""1440388"": 1, ""1440369"": 1, ""1440389"": 1, ""1773440"": 2}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
7,400.9,24.0,5,10.0,1,0.4777866660142263,9,"{""1440384"": 1, ""1440385"": 2, ""1773440"": 2, ""1440388"": 2, ""1440389"": 1, ""1440394"": 2, ""1440395"": 1, ""1440396"": 1, ""1440397"": 1, ""1440398"": 1, ""1440399"": 2, ""1440400"": 2, ""1440401"": 2, ""1440402"": 2, ""1440403"": 1, ""1440404"": 2, ""1440405"": 1, ""1440406"": 2, ""1773267"": 1, ""1773269"": 1, ""1773270"": 1, ""1773274"": 1, ""1773278"": 2, ""1440368"": 2, ""1440369"": 1, ""1440371"": 2, ""1440372"": 1, ""1440376"": 1, ""1440380"": 1, ""1440381"": 2, ""1440382"": 2, ""1440383"": 2}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 2.0, ""Interior Finishes"": 2.0}"
7,166.41000000000003,59.41000000000001,0,16.0,1,0.4216720584780713,10,"{""1440389"": 1, ""1773274"": 2, ""1773278"": 19, ""1773440"": 4, ""1440371"": 5, ""1440405"": 6, ""1773270"": 7, ""1440382"": 8, ""1440380"": 9, ""1440381"": 10, ""1773267"": 11, ""1440369"": 12, ""1440368"": 13, ""1440406"": 14, ""1440403"": 15, ""1440404"": 15, ""1440383"": 16, ""1440384"": 17, ""1440385"": 17, ""1440388"": 18, ""1440402"": 3, ""1440376"": 20, ""1440400"": 21, ""1440401"": 21, ""1440399"": 22, ""1773269"": 23, ""1440397"": 24, ""1440396"": 25, ""1440372"": 26, ""1440398"": 27, ""1440394"": 28, ""1440395"": 29}","{""Interior Walls"": 5.0, ""MEP"": 5.0, ""Ceiling"": 3.0, ""Doors"": 1, ""Interior Finishes"": 2.0}"
7,340.01000000000005,236.45999999999998,0,8.0,1,0.3892701541638235,11,"{""1440394"": 1, ""1440395"": 1, ""1440398"": 1, ""1440389"": 2, ""1773274"": 3, ""1773278"": 10, ""1773440"": 5, ""1440371"": 6, ""1773270"": 7, ""1773267"": 8, ""1440380"": 9, ""1440381"": 9, ""1440369"": 4, ""1440382"": 11, ""1440405"": 12, ""1440368"": 13, ""1440383"": 14, ""1440403"": 15, ""1440404"": 15, ""1440406"": 15, ""1440384"": 16, ""1440385"": 16, ""1440402"": 17, ""1440388"": 18, ""1440376"": 19, ""1440401"": 20, ""1440400"": 21, ""1440399"": 22, ""1773269"": 23, ""1440372"": 24, ""1440396"": 25, ""1440397"": 25}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 1, ""Doors"": 2.0, ""Interior Finishes"": 1}"
7,258.63,258.73,0,9.0,1,0.36032850753433887,12,"{""1440389"": 1, ""1773274"": 2, ""1440405"": 3, ""1773270"": 3, ""1773267"": 4, ""1440376"": 5, ""1773269"": 6, ""1440396"": 7, ""1440397"": 7, ""1440372"": 8, ""1440394"": 9, ""1440395"": 9, ""1440398"": 9, ""1440369"": 10, ""1773278"": 10, ""1440384"": 11, ""1440383"": 11, ""1440380"": 12, ""1440381"": 12, ""1440382"": 12, ""1440403"": 13, ""1440404"": 13, ""1440406"": 13, ""1440400"": 14, ""1440399"": 14, ""1440385"": 15, ""1440388"": 15, ""1773440"": 16, ""1440371"": 17, ""1440368"": 18, ""1440401"": 19, ""1440402"": 19}","{""Interior Walls"": 2.0, ""MEP"": 2.0, ""Ceiling"": 2.0, ""Doors"": 1.0, ""Interior Finishes"": 2.0}"
7,402.22,261.9200000000001,0,7.0,1,0.279380404331948,13,"{""1440389"": 1, ""1773274"": 2, ""1773440"": 3, ""1440369"": 4, ""1440371"": 4, ""1440368"": 5, ""1773278"": 5, ""1440405"": 6, ""1773270"": 6, ""1773267"": 7, ""1440380"": 7, ""1440381"": 7, ""1440382"": 8, ""1440383"": 8, ""1440403"": 9, ""1440404"": 9, ""1440406"": 9, ""1440384"": 10, ""1440385"": 10, ""1440388"": 10, ""1440401"": 11, ""1440402"": 11, ""1440376"": 13, ""1440400"": 12, ""1440399"": 12, ""1773269"": 14, ""1440396"": 15, ""1440397"": 15, ""1440372"": 16, ""1440394"": 17, ""1440395"": 17, ""1440398"": 17}","{""Interior Walls"": 2.0, ""MEP"": 1, ""Ceiling"": 1, ""Doors"": 2.0, ""Interior Finishes"": 1}"
